,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
0073,-0.7391465777967181,-0.39653841902936143,-0.744002281215375,-0.793465280887217,-1.0409716370693676,-0.17933159876452975,0.1493269533971297,-0.026062326923586055,0.1221489648935638,-0.05242998172182763,-0.00944680705354719,-6.51388046513792e-17,-1.78619636392709e-17,3.3591722243869876e-19,-2.9980728096465593e-18,1.1888865724391176e-18,0.0
0072,-2.8325197623447647,-0.44176357045304243,0.047754929242238654,0.4054159588517326,0.3358511456829397,-0.8628818678997995,0.8689791689034182,-0.20101503186460445,0.2214980073148589,0.03689535260177919,-0.045004893112148066,-6.439843160014001e-17,1.3418174057899565e-17,2.2321689047657218e-18,2.980356161475811e-19,1.0670339202335268e-18,-0.0
0066,5.039761209300232,-1.0363077500676148,1.1654305466865118,-1.4276986383811952,0.7446199221228125,-1.1069449970104766,1.401155593379021,0.5462513905052849,-0.28562887292949307,0.06570759020862092,0.16898657558748498,-1.678753146657808e-16,1.3236180317775155e-17,-5.0528057193356574e-17,-4.523217563103373e-18,-1.030121413288653e-18,0.0
0099,5.584400943626718,-0.8917442716123862,1.1324574065912425,-0.3931654463088177,-0.02113298017518819,0.757106681432452,1.5281865741629514,-0.15089230476419693,-0.17859138216647027,0.188725114310033,0.2913184234203537,-2.2536984830711878e-16,6.5029436995302124e-18,-2.918576636000998e-17,-1.3778525954467464e-18,-2.9980541293105314e-18,0.0
0106,0.49227005857345585,3.1806137805131143,-0.024395504821755228,0.06253969450354012,-0.3065817467960717,-0.13222728669253236,-0.20932802820724375,-0.10145409018815638,-0.25388148212588346,0.1208658281724522,-0.18942766640736428,-1.3384068503908065e-17,-5.148265695846038e-17,1.4114081486148913e-18,-6.294215020702734e-19,-4.056958120172095e-18,-0.0
0112,-0.7590080208516556,-1.8669904197310159,-0.6025977862838826,0.5292598094699352,-0.5135437355860153,0.25425657226190357,-0.07798425025554415,0.1336550546881557,-0.044026978475249424,0.0015301259612311537,-0.1240498737893176,-1.2141868977540834e-16,3.691446208457835e-18,4.943663316130264e-18,-1.8289187270121434e-18,1.1836879943018252e-18,-0.0
0104,0.4434660162745643,3.5992921355902596,-0.3267821122540099,0.6817577878139772,-0.5379931689691105,0.5462796177448838,0.40223579470699183,0.7215192957236448,-0.1201112784973437,-0.1491734896618221,-0.07141963217428529,9.771960758622321e-18,-2.457031007977313e-17,-3.097825779528967e-17,-4.039991451617692e-18,-2.273757040321295e-18,0.0
0110,-3.5111104833738436,0.04721033600075357,1.4473337286801526,-0.3759441511029912,0.36516038067010703,0.4803058970115313,0.2848841972524304,0.007268770909483033,0.5131869757173187,0.1266342754088687,0.013378917065075333,-1.7052075374929544e-16,-1.9763295121644778e-17,2.8897482639433976e-19,-1.5314363678568024e-18,-1.1315436533669436e-18,0.0
0070,0.3360306537197646,-0.839175772841264,2.31942011981853,-1.1578186799462726,-0.34115817830318435,0.7520644836733658,-2.3285010846250644,0.3149677008734025,-0.16508802246780363,0.28019258963118693,-0.004083284966805986,3.1988989169466605e-17,-2.3691821658462182e-17,2.3911496570641163e-17,2.6335625706476935e-18,-2.2820298926404426e-18,-0.0
0064,0.5166173286025412,2.6464645775481275,0.03390636238197501,1.8978050084301592,-0.9078173701287501,0.8233631204615234,0.46838388832060873,0.9475531466024627,-0.2274843960867695,-0.1777944767702418,-0.18399648671209762,-4.5217417363962867e-17,4.3899591110544777e-17,-3.2435112053081043e-17,-1.121356143813464e-18,1.145995915602916e-19,0.0
0058,6.59090912045976,-2.3919422747746517,1.3255850599145143,-2.840986935194916,0.626084166636529,0.8190846099032713,1.8074209220444928,-0.5224592775858202,-0.7945752629617419,0.98870442716525,-0.42279796435259626,1.28632026041728e-16,-3.2879206524451436e-18,-2.0484051700447693e-17,-1.8187894150751696e-18,-5.399831302466526e-19,0.0
0059,0.08345529198807111,-0.8476349822728436,-1.5418763267725506,-0.08180660016799225,-0.2559439937410917,-0.4022353536242094,0.06659524532749218,-0.14259743704451924,0.5051656218223769,-0.38357616357524377,-0.43754303473072065,8.096329533252685e-17,-7.028104601839911e-18,-3.727889312298234e-18,-4.181478096404831e-18,3.3260211091291144e-18,-0.0
0065,4.88006632737336,-0.09469550123217467,0.9265657153278049,-0.6000556160317319,0.10730721289472173,-0.11811529422566294,0.5516853450652852,-0.08050169923372155,0.6199574490065776,-0.27381409674538815,-0.07360968893157856,-1.2933581055475035e-16,-1.0516637471103639e-17,-2.8442488617310386e-17,-3.5230209243733366e-18,-1.5106186879553774e-18,0.0
0071,2.5814626189445917,-1.9877003481329791,0.9619122863562111,0.5551409991973361,-0.02178447121280011,-1.2009728912353272,0.3346360405716439,0.3000226948621657,-0.7174262935940846,-0.04596053651618904,0.19993860660543247,-6.447360021871241e-17,6.588775661522048e-17,-1.1788179253491152e-17,3.2811895729266986e-18,6.518438180042691e-19,-0.0
0111,-0.704572377695241,-0.7359580160965081,-0.8265195250579912,-0.29338604077272196,-0.26145105144438213,0.08921743478277316,-0.08163400414206419,0.029472261327033348,0.02315667585740623,0.008080118061156114,-0.042079639224161296,-7.477459886260216e-17,-1.626429498725703e-17,2.9575068546324444e-18,-2.438025863950938e-18,7.2252346933859545e-19,0.0
0105,-2.5275702010079226,0.7483922282238088,1.3594225247525464,-1.623951436022656,0.3420885166801169,1.38813554286273,0.17625954849719788,-0.15461552178634655,-0.45655951239468023,-0.23920634968125112,0.1425694361993895,-2.396747531103409e-17,-2.2715822803165975e-17,-8.465482385020571e-18,-1.8244312804751153e-18,-1.031519912689449e-18,0.0
0101,-0.7100159420108824,-0.849061256459959,-0.8041273511805804,-0.21112145574845628,-0.2866603198585454,0.10572134853068621,-0.08126902875341217,0.039890540663145554,0.01643831042414067,0.007425118851163623,-0.05027666268067693,-8.109618493213872e-17,4.715802737997831e-18,3.2464747270245124e-18,-1.356549179454394e-18,1.7198520502505958e-18,0.0
0049,-0.7590080208516556,-1.8669904197310159,-0.6025977862838826,0.5292598094699352,-0.5135437355860153,0.25425657226190357,-0.07798425025554415,0.1336550546881557,-0.044026978475249424,0.0015301259612311537,-0.1240498737893176,-1.2141868977540834e-16,3.691446208457835e-18,4.943663316130264e-18,-1.8289187270121434e-18,1.1836879943018252e-18,-0.0
0075,-0.352614254876225,-0.7973273716440569,-0.31399276453352587,1.1020714837324064,-0.7786901598930522,0.4399452420011648,0.09567865063505458,0.19447231334260126,0.08376202307682847,-0.2090283098233125,0.3365594205183808,-2.188552326360307e-17,-5.788337217632943e-17,-3.1198299625586197e-19,-3.4618216823995682e-18,-3.342960475071776e-18,0.0
0061,-2.7358881962836996,-0.1485498258499716,0.4625910065415207,0.2386732483282887,0.4204227219513471,-0.9517535560692946,0.6798347405974596,-0.6248724715481097,-0.1978196249561687,-0.2957273113934211,-0.13353407910534212,5.968348167567804e-17,1.942414811807323e-17,7.769645218584866e-18,2.3239485304058345e-18,1.02904505930064e-18,-0.0
0060,0.7195249691742057,2.8756479713423726,0.3248998081531271,1.956620371598896,-0.9006174078495712,0.6016859480035242,0.24361025167090344,0.6730648130231507,-0.3310628022128592,-0.07371762018897497,-0.2578570536029126,-5.760388289426008e-17,9.066202577788193e-17,-2.0995175445791638e-17,3.561640174766262e-18,1.6662466783661225e-18,0.0
0074,3.4988137173782787,0.0017975814970229455,-1.3529719891278125,1.3355753247944713,2.5778548505506547,2.5640481000520654,0.4401214726388968,-0.3570196445381932,-0.05015842853749209,0.15702098582879642,0.31659250742861794,-5.649916512332096e-17,1.8004353033623362e-17,-5.164802172042647e-18,2.2050891698437527e-18,-1.3796573228285227e-18,0.0
0048,-0.38125904989429277,-0.4506350707815553,-0.47280731675970944,0.6844241669448042,-0.5271210515524499,0.3658630088117369,0.04140620916735859,0.14235242880326146,0.08570797663169744,-0.16823997098450402,0.3052867971575168,-1.9529825332527854e-17,-7.498456753652503e-18,5.0189241311957336e-20,-7.17667219889906e-19,-4.16571043784638e-19,0.0
0100,-0.47458184944431747,-0.3420880182396335,-1.408910690881994,0.4385490938260887,2.884715499941408,0.8504586384206544,-0.909768661783426,0.0930538756445892,-0.23402974623996278,0.22025263844192203,-0.013795085535979629,-4.4105743872084125e-17,2.1115811362204772e-17,9.647426097141767e-18,2.046682158085386e-18,1.2431992753684823e-18,0.0
0102,-0.7016856851474254,-0.7306491563695977,-0.8240842093131098,-0.28717300707487103,-0.26306625252014676,0.0911478840249361,-0.0805975703168399,0.030166008944816008,0.023859611653433914,0.006598244357167118,-0.0389183088392525,-7.444162761835215e-17,-1.331374629690445e-17,2.9416628656256263e-18,-2.267612115106921e-18,8.583188636333994e-19,0.0
0089,0.7309550518925205,4.613929427420533,-0.06283434408929675,-0.23418064461289229,-0.21162907160941824,-0.1445280078383598,-0.12401464903860127,-0.0363226719605412,-0.24114381322281125,0.09622299661744327,-0.14760909008342737,2.1396587239061614e-17,1.9232560652689595e-17,-5.462520700282769e-18,3.2298694503749787e-18,-6.702322041083203e-19,-0.0
0062,-0.7209030706421654,-1.0752677371868606,-0.7593430034257586,-0.04659228569992464,-0.3370788566868721,0.13872917602651233,-0.08053907797610815,0.06072709933537004,0.003001579557609526,0.006115120431178629,-0.0666707095937082,-8.760760818932131e-17,-2.3568962319503635e-17,3.49009665408924e-18,-2.9698094149676443e-18,1.949129460246368e-19,0.0
0076,-0.7324025361677555,-1.1883579061534193,-0.7191425089494033,0.005540188568936867,-0.46402086364182626,0.12917531567746804,-0.05256757160880321,0.06825693789370317,0.0056620817005340685,-0.001972229489286252,-0.07391104476144002,-9.509544257916222e-17,5.355197447892131e-18,3.573394838685212e-18,-1.5342340942991924e-18,1.6360534607302379e-18,0.0
0077,-0.23574772309721492,0.3396025257941037,2.6864770951641357,-1.3569852925531491,0.07329068189136066,-0.221797227983313,-2.304463951877786,-0.35289167168978636,-0.1859571351265383,0.4665952023020194,-0.2561896215828965,-1.0442946673267571e-16,-2.918289724393109e-17,4.02022416734196e-17,5.417651006645665e-18,-3.693968688863663e-18,-0.0
0063,-0.6065882200136944,1.2999003104456055,-1.2295786548513872,-1.7741485712095049,0.19231578001055752,-0.20785301267966144,-0.08820356113780019,-0.15805676672298688,0.1440872536561864,0.019870103841021048,0.10546678299312,1.2895909712493059e-17,-9.469929081475761e-17,-8.199129758561798e-19,-5.819912824863642e-18,-2.23775316686896e-18,0.0
0088,0.7883012057348122,3.176076839657837,0.3748247401397369,1.6744697215110382,-0.8035221314653178,0.41697081087163973,0.1100588915888681,0.47855942727710904,-0.36067351090909966,-0.008132777962744742,-0.28248239662704855,-4.3469168277621353e-17,-2.0979776076094037e-17,-1.5282892392424855e-17,-1.2274411919064302e-18,-4.022052394183561e-18,0.0
0103,0.9953678877326997,4.484655311973549,0.35400411574569346,1.049211431637653,-0.5984939838997323,0.18826295999145976,0.01983443091624748,0.29000876854383867,-0.36428725395656447,0.04293699996581208,-0.2559487521747047,-6.234211787716393e-18,-1.4414382830045905e-17,-1.3083521253364708e-17,5.231855397114861e-19,-3.755880818336909e-18,0.0
0085,-0.704572377695241,-0.7359580160965081,-0.8265195250579912,-0.29338604077272196,-0.26145105144438213,0.08921743478277316,-0.08163400414206419,0.029472261327033348,0.02315667585740623,0.008080118061156114,-0.042079639224161296,-7.477459886260216e-17,-1.626429498725703e-17,2.9575068546324444e-18,-2.438025863950938e-18,7.2252346933859545e-19,0.0
0091,-0.3516965814088674,-0.30214515351755233,-1.209895751344734,0.8601276968572018,2.5696582543063786,0.9331918164447873,-0.8072421785875311,0.14345217043075606,-0.19529643335825092,0.13123981564259693,0.1300111877630447,-2.458137375833367e-17,2.3910010664483232e-17,8.101216124070752e-18,2.563897094136471e-18,7.545247714843188e-19,0.0
0046,0.9383231997827337,1.348800562069281,1.1173260503256741,1.985578863323926,-0.7625860756750539,-0.18841294956526808,-0.691165242290745,-0.9211774116745959,-0.132262220803765,-0.06439296532602778,0.7515411127800905,8.102333857774942e-17,-1.0486331680379514e-17,4.238847517850794e-17,1.0752334697730581e-17,-5.966463330181266e-18,-0.0
0052,3.0520133818451116,-0.6185991077667207,-0.6008480634502955,-0.2297327243945653,-0.33191899431686644,0.7224165577936952,1.192236820860208,-1.2577510878785538,-0.505108393284604,0.5440766446016817,-0.009634767669567303,-3.58025328770179e-17,5.9163544974709984e-18,2.038188517303034e-17,4.2078473873728255e-18,-1.1495008773457645e-18,0.0
0053,-0.5086040623321477,3.3357586369877192,-1.6326377846447828,-3.2549111016462877,0.6460826114654971,-0.5049234601420961,-0.09477311813353627,-0.3455857947730071,0.2650178314549666,0.03166008962088598,0.25301320521040127,7.311546192598071e-17,1.4134228157195549e-16,-3.100658008001061e-18,7.703764493863981e-18,1.0558695622382607e-17,0.0
0047,5.144850260228761,-0.6043449037856901,1.5552871686178913,0.4678115443344742,-0.3091293402675379,0.11239294486932376,-0.2373506832967628,-0.18330113130096376,1.2362017052208762,-0.5759087191294261,-0.3947621688921972,-1.691748759651034e-17,-2.0405497594393147e-17,-1.7843279651393105e-17,-3.244748897992917e-18,-1.809129312332046e-18,-0.0
0090,5.377052868328112,-0.6804437996299593,1.431737068792223,0.075165355765345,-0.16744356482183675,0.5135266172806973,0.7708815134365397,0.04836347614162744,0.40687136051225636,-0.13440312099852683,0.1674321689441825,2.4824099545447084e-17,6.763477482572924e-18,-2.7102097697169565e-17,-1.026996860793333e-18,-1.8914403293363554e-18,0.0
0084,-0.6446931702231847,0.5081776279014504,-1.072833437709511,-1.1982964760396448,0.015850901111414368,-0.0923256164442702,-0.08564873341723617,-0.08512881137020128,0.09705869562332749,0.015285109371073578,0.04808761879751063,-2.7713378598006995e-17,1.0440980714778393e-17,1.0043039667918304e-18,-4.923730725941881e-19,2.653161950083523e-18,0.0
0092,-0.7535644565360142,-1.753887179367564,-0.6249899601612936,0.4469952244456689,-0.48833446717185175,0.23775265851399036,-0.07834922564419618,0.12323677535204335,-0.03730861304198381,0.0021851251712236616,-0.1158528503328019,-1.196378074387617e-16,3.472938779617196e-17,4.902262659766649e-18,-1.1402074900208998e-19,2.7927029234311717e-18,-0.0
0086,-3.1124619944618375,0.20427229221916757,5.5781353146428225,-1.7151212902232873,1.6395465256747777,-1.081321314276228,-0.2814349527973008,1.1851817611028317,0.268540975046147,0.33675941909676343,0.3731394290038769,2.216344383779582e-16,-4.503961017179433e-17,-2.530607808718261e-17,-9.856493928243697e-19,-5.0985116449150934e-18,0.0
0051,2.6303739955595784,-1.3590458026335097,0.10162898053695857,-1.5321209825229996,0.7591766484640718,-1.3653096274259422,1.3995958398368933,1.309841995705112,-0.6589646605934024,-0.13373265783673202,0.4068409877173114,1.5397467482605512e-16,1.859142809494925e-18,-6.26190480301546e-17,-7.551085522245945e-18,9.946698064047002e-19,0.0
0045,-0.7154595063265239,-0.96216449682341,-0.7817351773031695,-0.12885687072419041,-0.3118695882727088,0.12222526227859928,-0.08090405336476016,0.050308819999257806,0.009719944990875104,0.006770119641171125,-0.058473686137192574,-8.582672585267472e-17,7.4689792682105e-18,3.4486959977256247e-18,-1.2549114369575904e-18,1.803927875153984e-18,0.0
0079,6.547435666823471,-0.3650845421633203,1.9945359233170012,-0.2071712166882699,-0.35599244656570617,1.2493493409360148,0.2459282577306176,-0.6526315238342046,0.6382194153973382,-0.017306952103601995,-0.13163898440431787,5.5435842856789595e-17,-1.832652182246523e-17,-6.755543739956195e-18,7.235292459095804e-19,-3.4754047861875284e-18,0.0
0078,-0.07375348217386055,-1.2345625272770075,-0.9124354878794836,0.6755985747196691,-0.26268974450776633,-0.10447509925830897,1.1829104746711425,-0.3535960794233266,-0.770815583549604,-0.06785122016238936,0.21621661478734722,-1.369232996290609e-16,4.344185222512012e-17,-8.544546691976442e-19,1.814483094798505e-18,1.2892881827997362e-18,-0.0
0044,-0.7698951494829386,-2.093196900457918,-0.5578134385290607,0.6937889795184669,-0.5639622724143418,0.28726439975772966,-0.07725429947824015,0.1544916133603802,-0.057463709341780564,0.00022012754124615624,-0.14044392070234885,-1.2498045444870153e-16,-5.838443696697042e-17,5.026464628857493e-18,-5.25871468303225e-18,-2.034341863956868e-18,0.0
0050,0.22527121251133683,2.798310037243401,-0.30809560427745947,-0.7519196493856648,-0.0628945128841619,-0.36480850174440344,-0.33984767338041033,-0.3550613410619104,-0.1705273469169203,0.16691146226041928,-0.12622246232728315,-9.764401055749287e-18,8.418519970854282e-19,9.351617658443046e-18,2.8028102357619345e-18,-3.8810216579888526e-19,-0.0
0087,-0.6282165796399378,-0.1998854460703638,-0.42666769528271703,-0.6075312258490116,-2.0338559960327944,-0.2739619329717527,0.4471697512303333,1.9540069316634327e-05,0.23695596966890226,-0.20333000236443144,0.1749576160872839,-3.9400917602240507e-17,-1.6080631903848805e-17,-3.3001116863388004e-18,-2.8869024639819415e-18,9.15027981970681e-19,0.0
0093,-0.30602335407959985,1.0931084095861374,-0.7097832853339611,-0.5657944230930722,-0.16060293672704015,-0.02238417177983305,-0.08533198741065115,-0.013661625992782856,-0.02054692383548851,0.0298553341587548,-0.03868805006176848,-2.6709600998948087e-17,-7.624334999364515e-17,-7.5124827359675535e-19,-4.570894192851257e-18,-2.9205358733548618e-18,0.0
0108,-0.7154595063265239,-0.96216449682341,-0.7817351773031695,-0.12885687072419041,-0.3118695882727088,0.12222526227859928,-0.08090405336476016,0.050308819999257806,0.009719944990875104,0.006770119641171125,-0.058473686137192574,-8.582672585267472e-17,7.4689792682105e-18,3.4486959977256247e-18,-1.2549114369575904e-18,1.803927875153984e-18,0.0
0097,-0.5046591571860284,-1.220734545319992,-0.3959082852995868,0.648934388700882,-0.5220442091607103,0.19428206717116334,-0.14350825476886556,-0.00851295160758265,-0.034864199171604986,-0.02358260394972404,0.03818042338377502,-7.922244216431662e-17,-2.4467879854919007e-17,8.889891707613731e-18,-1.4491902365193466e-18,-1.085554174096723e-18,0.0
0083,-0.009132624338613908,-0.4923241200897817,0.18751349843115048,1.0917833661891492,-0.5969160376644824,-0.023071116882576948,-0.4188845262676143,-0.4116397921950857,-0.11489731608163017,0.017557480115059584,0.2044387951520919,-4.3691403596096246e-17,1.4886367250238306e-17,2.484225815825003e-17,5.0287610680290675e-18,-1.1015086480353933e-18,-0.0
0068,0.9037579531326324,2.9686702115492722,0.6271818459471852,2.069901244490965,-0.9117178254107824,0.3878442902675617,0.01484387952357702,0.40798679672387017,-0.4463816582140157,0.037777529093556785,-0.3589988580781016,-6.788257089059193e-17,2.2428833397854408e-17,-9.844369416982249e-18,1.9405278361526004e-18,-2.539725601542676e-18,-0.0
0054,-0.7317901992734483,-1.3014742179137617,-0.7145586556709368,0.11793688434860648,-0.3874973935151986,0.1717370035223383,-0.07980912719880416,0.0815636580075945,-0.01043515130892158,0.004805122011193631,-0.08306475650673943,-9.934161167182263e-17,7.975849590981981e-18,4.018462912192827e-18,-1.36676401283155e-18,1.6677113901294306e-18,0.0
0040,-0.704572377695241,-0.7359580160965081,-0.8265195250579912,-0.29338604077272196,-0.26145105144438213,0.08921743478277316,-0.08163400414206419,0.029472261327033348,0.02315667585740623,0.008080118061156114,-0.042079639224161296,-7.477459886260216e-17,-1.626429498725703e-17,2.9575068546324444e-18,-2.438025863950938e-18,7.2252346933859545e-19,0.0
0041,-0.4333138827851352,0.30979429853087254,-1.632586164851288,0.03810768907761143,3.4733806479216693,0.8507799928106636,-1.0332533316909844,0.04637785998445335,-0.24385684445371064,0.268834830018088,-0.0035545319576622994,-2.1877235812231547e-17,2.837232265272712e-17,9.510011323745014e-18,2.8764992857552265e-18,1.8176603961776026e-18,0.0
